Estoques WM com texto breve de material

Nº depósito			004


		Material		Cen.	Dep.	T	Lote	Estoque disponível	Texto breve material	Tp.	PosDepósit	UMB	Data EM	ÚltModif por	Últ.modif.
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240079	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240140	            2,000	MSP-1PP	CES	CA1201	TON	12.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240166	            2,000	MSP-1ET	CES	CA1202	TON	13.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240166	            2,000	MSP-1ET	CES	CA1202	TON	13.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240166	            2,000	MSP-1ET	CES	CA1202	TON	13.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240166	            2,000	MSP-1ET	CES	CA1202	TON	13.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240166	            2,000	MSP-1ET	CES	CA1202	TON	13.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240166	            2,000	MSP-1ET	CES	CA1202	TON	13.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240166	            2,000	MSP-1ET	CES	CA1202	TON	13.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240166	            2,000	MSP-1ET	CES	CA1202	TON	13.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240167	            2,000	MSP-1ET	CES	CA1202	TON	14.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1240171	            2,000	MSP-1PP	CES	CA1105	TON	14.01.2024	FLORINEB	05.12.2022
		0021039346		2100	PA04		S1240175	            2,000	MSP-1EP	CES	CA1107	TON	14.01.2024	FLORINEB	13.12.2021
		0021039346		2100	PA04		S1240190	            2,000	MSP-1EP	CES	CA1107	TON	15.01.2024	FLORINEB	13.12.2021
		0021039346		2100	PA04		S1240190	            2,000	MSP-1EP	CES	CA1107	TON	15.01.2024	FLORINEB	13.12.2021
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1107	TON	15.01.2024	FLORINEB	13.12.2021
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240191	            2,000	MSP-1EP	CES	CA1204	TON	15.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240193	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240195	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021046734		2100	PA04		S1240195	            2,000	MSP-1ET	CES	CA1202	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1240196	            2,000	MSP-1PP	CES	CA1201	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240197	            2,000	MSP-1EP	CES	CA1204	TON	16.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240200	            2,000	MSP-1EP	CES	CA1204	TON	17.01.2024	WILLIAMP	16.12.2022
		0021039346		2100	PA04		S1240205	            2,000	MSP-1EP	CES	CA0001	TON	17.01.2024	LMSOUZA.EXED	16.02.2021
		0021046738		2100	PA04		S2137030	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137030	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137030	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137030	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137030	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137030	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137030	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137031	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137031	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137031	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137031	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137031	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137031	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137031	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021046738		2100	PA04		S2137031	            2,000	MSP-2CS	CES	CB2103	TON	05.12.2023	FLORINEB	05.12.2022
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137448	            2,000	MSP-2OG	CES	CB230101	TON	24.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
		0021039384		2100	PA04		S2137454	            2,000	MSP-2OG	CES	CB230101	TON	25.12.2023	FLORINEB	13.12.2021
